,name,nationality,team,positions,age,overall,potential,contract,contract_start,contract_end,contract_length,height,weight,foot,value,wage,attacking,skill,movement,power,mentality,defending,goalkeeping,total
12068,G. Gbellé,France,US Quevilly Rouen Métropole,CM CAM,28,64,64,2021 ~ 2022,2021,2022,1,179,75,Right,575000.0,2000.0,267,283,318,322,308,174,58,1730
12069,T. Schreiber,Germany,Hallescher FC,GK,19,64,80,"Jun 30, 2022 On Loan",0,0,0,190,87,Right,1300000.0,4000.0,82,92,178,207,104,33,318,1014
12070,Félix Correia,Portugal,Parma,RW LW,20,64,78,2020 ~ 2025,2020,2025,5,178,72,Right,1400000.0,1000.0,270,298,372,284,239,98,48,1609
12071,J. Penroz,Colombia,Deportivo Pasto,RM LM,21,64,64,2022 ~ 2026,2022,2026,4,177,71,Right,700000.0,500.0,311,351,317,350,267,90,47,1733
12072,B. Janošević,Serbia,AIK,GK,31,64,64,2018 ~ 2022,2018,2022,4,190,86,Right,300000.0,2000.0,66,78,145,177,113,37,317,933
12073,N. Mbamba,Belgium,Club Brugge KV,CB CDM,16,64,88,2021 ~ 2023,2021,2023,2,188,75,Right,1700000.0,500.0,203,238,327,318,220,186,54,1546
12074,K. Lankford,Germany,SV Wehen Wiesbaden,RM LM,22,64,70,2021 ~ 2023,2021,2023,2,186,81,Right,950000.0,2000.0,264,286,362,327,201,68,59,1567
12075,Kang Ji Hoon,Korea Republic,Gangwon FC,RW RB,24,64,67,2018 ~ 2024,2018,2024,6,177,66,Right,800000.0,2000.0,280,241,364,282,269,183,41,1660
12076,M. Steinwender,Austria,TSV Egger Glas Hartberg,CB,21,64,70,2021 ~ 2024,2021,2024,3,190,77,Right,850000.0,2000.0,209,188,264,261,218,195,50,1385
12077,S. Tanaka,Japan,Shonan Bellmare,CDM CB CM,18,64,75,2020 ~ 2026,2020,2026,6,174,70,Left,1200000.0,500.0,266,289,347,297,287,188,43,1717
12078,D. Dwyer,United States,Atlanta United,ST,30,64,64,2022 ~ 2023,2022,2023,1,175,82,Left,575000.0,2000.0,298,287,333,338,283,80,56,1675
12079,A. Said,Italy,Campionii FC Arges,ST,28,64,64,2021 ~ 2022,2021,2022,1,181,88,Left,600000.0,2000.0,323,223,322,339,289,114,47,1657
12080,P. Banggaard,Denmark,SønderjyskE,CB,27,64,65,2019 ~ 2023,2019,2023,4,196,84,Right,600000.0,3000.0,233,217,216,289,226,191,63,1435
12081,L. Meisl,Austria,SV Ried,CB RB,22,64,71,2020 ~ 2022,2020,2022,2,184,78,Right,1100000.0,2000.0,191,194,279,278,216,193,44,1395
12082,E. Florescu,Romania,FC Botoşani,CM CDM LM,24,64,70,2018 ~ 2023,2018,2023,5,188,69,Left,925000.0,2000.0,308,320,328,343,289,152,42,1782
12083,Toni Herrero,Spain,Levante Unión Deportiva,LB,20,64,78,2019 ~ 2025,2019,2025,6,178,74,Left,1300000.0,4000.0,279,298,349,289,255,174,50,1694
12084,D. Franke,Germany,FC Ingolstadt 04,LB CB LWB,22,64,73,2020 ~ 2023,2020,2023,3,184,76,Left,1300000.0,4000.0,237,256,330,273,255,183,54,1588
12085,Jean Carlos,Brazil,IFK Norrköping,LWB,26,64,65,2022 ~ 2024,2022,2024,2,183,75,Left,625000.0,2000.0,271,296,319,311,264,167,49,1677
12086,J. Careaga,Bolivia,Club The Strongest,GK,24,64,71,2022 ~ 2022,2022,2022,0,185,80,Right,1000000.0,500.0,89,89,230,199,101,47,321,1076
12087,Y. Maejima,Japan,Avispa Fukuoka,RB RM,23,64,69,2022 ~ 2025,2022,2025,3,178,67,Right,825000.0,1000.0,266,300,331,326,275,187,49,1734
12088,D. Oberhauser,France,FC Metz,GK,30,64,64,2021 ~ 2023,2021,2023,2,185,83,Right,400000.0,3000.0,76,87,243,202,92,37,319,1056
12089,D. Strelec,Slovakia,Spezia,ST,20,64,72,2021 ~ 2026,2021,2026,5,185,75,Left,1300000.0,4000.0,282,271,286,302,261,88,48,1538
12090,S. Maier,Germany,Türkgücü München,CAM CM LM,27,64,64,2021 ~ 2023,2021,2023,2,179,68,Right,625000.0,2000.0,292,322,353,318,274,85,49,1693
12091,G. Rólantsson,Faroe Islands,Odds BK,RB RW LW,28,64,64,2021 ~ 2022,2021,2022,1,187,82,Right,525000.0,1000.0,298,275,343,320,278,175,49,1738
12092,R. Fernández,Bolivia,Club Bolívar,LB LWB,21,64,75,2020 ~ 2024,2020,2024,4,173,73,Left,1300000.0,500.0,222,228,323,260,233,190,47,1503
12093,Svensson,Spain,RCD Espanyol de Barcelona,ST LM,19,64,77,2019 ~ 2025,2019,2025,6,182,75,Right,1400000.0,3000.0,296,284,360,323,265,77,48,1653
12094,K. Gkezos,Greece,SK Austria Klagenfurt,CB RB,28,64,64,2019 ~ 2023,2019,2023,4,182,77,Right,500000.0,3000.0,241,230,271,321,271,183,50,1567
12095,P. Kammerbauer,Germany,SC Freiburg II,CDM CM RM,24,64,68,2018 ~ 2022,2018,2022,4,174,73,Right,775000.0,1000.0,266,295,362,327,294,172,40,1756
12096,G. Nurse,United Kingdom of Great Britain and Northern Ireland,Shrewsbury Town,CB LWB,22,64,73,2021 ~ 2023,2021,2023,2,181,78,Left,1200000.0,2000.0,274,282,361,324,282,191,41,1755
12097,Carlo Adriano,Spain,Villarreal CF,CM LM RM,20,64,75,2020 ~ 2022,2020,2022,2,181,72,Right,1300000.0,5000.0,280,301,304,298,279,135,59,1656
12098,F. Carstens,Germany,SV Wehen Wiesbaden,CB,22,64,72,2021 ~ 2023,2021,2023,2,192,89,Right,1200000.0,2000.0,211,175,240,281,214,192,64,1377
12099,A. Azhil,Germany,RKC Waalwijk,CDM CM,20,64,74,"Jun 30, 2022 On Loan",0,0,0,170,65,Right,1200000.0,7000.0,247,293,345,261,285,186,47,1664
12100,J. Lynch,Wales,Crawley Town,CB,33,64,64,2021 ~ 2023,2021,2023,2,185,81,Left,275000.0,3000.0,249,215,255,315,255,190,56,1535
12101,M. Bostwick,United Kingdom of Great Britain and Northern Ireland,Stevenage,CB,33,64,64,"Jun 30, 2022 On Loan",0,0,0,193,89,Right,275000.0,2000.0,243,239,193,336,296,184,52,1543
12102,H. Tombakti,Saudi Arabia,Al Shabab,CB,22,64,72,2018 ~ 2023,2018,2023,5,185,74,Right,1200000.0,6000.0,189,162,345,276,197,190,61,1420
12103,D. Lagator,Montenegro,Wisła Płock,CDM CB,27,64,67,2020 ~ 2022,2020,2022,2,190,82,Right,675000.0,2000.0,269,283,308,348,283,178,57,1726
12104,M. Jakoliš,Croatia,Angers SCO,ST RW RB,24,64,67,2022 ~ 2025,2022,2025,3,182,74,Right,800000.0,5000.0,316,263,345,296,266,142,46,1674
12105,J. Zampiery,Bolivia,Club Deportivo Guabirá,RB LB,31,64,64,2021 ~ 2022,2021,2022,1,171,66,Right,425000.0,500.0,223,207,305,245,238,195,59,1472
12106,Nelson Freitosa,Brazil,Ceará Sporting Club,GK,25,64,64,2021 ~ 2024,2021,2024,3,185,81,Right,475000.0,2000.0,58,64,273,236,96,28,318,1073
12107,R. Guder,Germany,SV Meppen,RM LM,26,64,64,2019 ~ 2022,2019,2022,3,183,79,Right,650000.0,750.0,280,269,374,352,231,70,53,1629
12108,M. Allende,Chile,Montevideo City Torque,LM RM CAM,22,64,74,2020 ~ 2023,2020,2023,3,165,63,Right,1300000.0,500.0,287,333,314,237,255,114,47,1587
12109,K. Hodžić,Sweden,BK Häcken,LWB,26,64,65,2022 ~ 2024,2022,2024,2,179,71,Left,625000.0,1000.0,234,254,319,250,243,184,47,1531
12110,P. Bjur,Denmark,Brøndby IF,LWB,21,64,72,2019 ~ 2023,2019,2023,4,180,78,Left,1300000.0,2000.0,269,277,361,278,272,173,48,1678
12111,M. Popa,Romania,FC Voluntari,GK,20,64,76,2021 ~ 2023,2021,2023,2,190,82,Right,1200000.0,750.0,87,93,232,185,124,49,312,1082
12112,Juninho Rocha,Brazil,Club Atlético Rentistas,RW RM,23,64,68,2021 ~ 2022,2021,2022,1,170,67,Left,850000.0,500.0,285,338,348,280,234,87,65,1637
12113,M. Amoura,Algeria,FC Lugano,CAM ST,21,64,76,2021 ~ 2025,2021,2025,4,170,61,Right,1400000.0,2000.0,296,303,365,328,277,146,45,1760
12114,N. Ansell,Australia,Adelaide United,CB,27,64,64,2021 ~ 2022,2021,2022,1,186,80,Right,550000.0,1000.0,214,211,265,292,213,189,57,1441
12115,A. Obileye,United Kingdom of Great Britain and Northern Ireland,Livingston FC,CB,26,64,65,2021 ~ 2023,2021,2023,2,191,84,Right,600000.0,2000.0,248,269,300,343,274,187,53,1674
12116,H. Smith,United Kingdom of Great Britain and Northern Ireland,Leyton Orient,ST,26,64,66,2021 ~ 2023,2021,2023,2,193,85,Right,725000.0,5000.0,279,251,234,350,276,77,55,1522
12117,J. Champness,New Zealand,GZT Giresunspor,LM LW,24,64,69,2021 ~ 2022,2021,2022,1,189,80,Left,875000.0,3000.0,281,267,355,282,238,69,41,1533
12118,M. Tilio,Australia,Melbourne City FC,LM RM CAM,19,64,78,2020 ~ 2024,2020,2024,4,170,67,Left,1400000.0,2000.0,270,294,389,295,255,119,60,1682
12119,F. Azeez,United Kingdom of Great Britain and Northern Ireland,Reading,RM ST,20,64,75,2019 ~ 2022,2019,2022,3,181,69,Left,1300000.0,5000.0,279,280,357,342,244,93,60,1655
12120,K. Tokstad,Norway,Strømsgodset IF,RW,29,64,64,2016 ~ 2022,2016,2022,6,185,84,Right,575000.0,1000.0,295,301,355,343,301,129,53,1777
12121,J. Zeballos,Uruguay,Montevideo City Torque,ST,24,64,68,2021 ~ 2024,2021,2024,3,178,75,Right,850000.0,500.0,303,244,303,291,235,44,56,1476
12122,P. Minissale,Argentina,Argentinos Juniors,CB,20,64,74,2020 ~ 2022,2020,2022,2,179,72,Right,1200000.0,2000.0,186,171,290,258,228,210,49,1392
12123,B. Leitoñez,Ecuador,Club Social y Deportivo Macará,CDM CM,29,64,64,2022 ~ 2026,2022,2026,4,185,82,Left,500000.0,500.0,300,324,289,342,312,183,50,1800
12124,G. Villamíl,Peru,Club Bolívar,CM CAM RWB,20,64,73,2020 ~ 2023,2020,2023,3,175,64,Right,1300000.0,500.0,255,305,335,304,303,170,49,1721
12125,R. Cisneros,Mexico,Club Deportivo Guadalajara,ST,24,64,68,2018 ~ 2022,2018,2022,4,180,74,Right,850000.0,10000.0,282,279,319,319,268,66,65,1598
12126,M. Nakkim,Norway,Mjøndalen IF,CB,24,64,71,2020 ~ 2022,2020,2022,2,187,77,Right,1100000.0,950.0,215,257,275,302,247,185,56,1537
12127,J. Brown,Malta,St. Johnstone FC,RWB CB,23,64,68,2021 ~ 2023,2021,2023,2,185,79,Right,775000.0,2000.0,216,237,326,286,242,192,63,1562
12128,L. Plogmann,Germany,SV Werder Bremen,GK,21,64,75,2018 ~ 2022,2018,2022,4,189,83,Left,1100000.0,1000.0,75,88,234,214,99,41,313,1064
12129,S. Al Shamsi,United Arab Emirates,Al Ain FC,LM,25,64,67,2021 ~ 2024,2021,2024,3,174,74,Right,775000.0,500.0,288,293,356,304,237,80,45,1603
12130,J. Lindner,Sweden,Varbergs BoIS FC,CB,30,64,64,2015 ~ 2023,2015,2023,8,193,88,Right,475000.0,950.0,251,276,275,295,266,189,42,1594
12131,Lee Myung Joo,Korea Republic,Incheon United FC,CM,31,64,64,2022 ~ 2025,2022,2025,3,176,74,Right,475000.0,1000.0,294,291,353,333,314,161,62,1808
12132,M. Ortiz,Bolivia,Club Deportivo Jorge Wilstermann,CB CDM,31,64,64,2021 ~ 2022,2021,2022,1,180,83,Right,400000.0,500.0,205,217,268,260,204,209,61,1424
12133,C. Vidal,France,AC Ajaccio,CB,21,64,74,"Jun 30, 2022 On Loan",0,0,0,181,75,Right,1200000.0,4000.0,209,213,256,281,220,201,42,1422
12134,V. Fernández,Chile,Club Deportivo Palestino,LB,22,64,73,2020 ~ 2022,2020,2022,2,180,66,Left,1300000.0,1000.0,248,253,330,270,252,182,48,1583
12135,Pedro Brazão,Portugal,Futebol Clube de Famalicão,RM CAM,18,64,76,2021 ~ 2026,2021,2026,5,173,62,Left,1400000.0,850.0,252,318,383,278,248,119,43,1641
12136,D. Calcaterra,Argentina,Newell's Old Boys,CB CDM,19,64,78,2019 ~ 2022,2019,2022,3,189,79,Right,1300000.0,2000.0,210,220,267,274,225,197,46,1439
12137,A. Barco,Peru,Club Universitario de Deportes,CDM CM,19,64,77,2022 ~ 2022,2022,2022,0,188,83,Right,1300000.0,500.0,275,300,315,299,310,188,51,1738
12138,F. Okenabirhie,United Kingdom of Great Britain and Northern Ireland,Doncaster Rovers,ST,25,64,66,2020 ~ 2022,2020,2022,2,178,74,Right,750000.0,3000.0,280,292,383,336,269,89,48,1697
12139,R. Gergel,Slovakia,Bruk-Bet Termalica Nieciecza,CF LM,33,64,64,2016 ~ 2023,2016,2023,7,180,77,Right,375000.0,2000.0,305,289,348,324,278,113,54,1711
12140,C. Mestierra,Uruguay,Club Atlético Rentistas,ST RM,33,64,64,2022 ~ 2026,2022,2026,4,172,67,Right,375000.0,500.0,317,328,348,344,271,90,61,1759
12141,H. Castegren,Sweden,Lechia Gdańsk,CB RB,25,64,70,2022 ~ 2024,2022,2024,2,185,62,Right,825000.0,2000.0,222,231,286,284,268,189,51,1531
12142,J. Wollacott,Ghana,Swindon Town,GK,24,64,70,2021 ~ 2022,2021,2022,1,190,80,Right,750000.0,2000.0,83,84,225,215,118,37,318,1080
12143,I. Oda,Japan,Kashima Antlers,RB LB,22,64,71,2017 ~ 2023,2017,2023,6,173,68,Right,1100000.0,2000.0,249,254,279,316,222,195,41,1556
12144,Y. N,Senegal,Paris FC,CB,23,64,70,2020 ~ 2023,2020,2023,3,190,75,Right,850000.0,2000.0,197,214,215,306,246,182,58,1418
12145,Juanma Bravo,Spain,AD Alcorcón,CM CAM CDM,23,64,71,2020 ~ 2024,2020,2024,4,188,74,Right,1200000.0,2000.0,302,284,324,329,311,190,54,1794
12146,B. Mikeltadze,Georgia,Newcastle Jets,ST,23,64,70,2021 ~ 2023,2021,2023,2,185,77,Right,925000.0,850.0,292,293,348,312,257,60,48,1610
12147,C. Camps,United Kingdom of Great Britain and Northern Ireland,Fleetwood Town,CM CAM,25,64,66,2020 ~ 2022,2020,2022,2,180,75,Right,725000.0,3000.0,285,321,343,337,292,178,55,1811
12148,J. Correa,France,Grenoble Foot 38,ST LM,27,64,64,2021 ~ 2026,2021,2026,5,171,68,Right,625000.0,2000.0,302,308,394,291,243,74,53,1665
12149,B. Benkhedim,France,AS Saint-Étienne,CAM RM,20,64,75,2019 ~ 2022,2019,2022,3,175,68,Right,1300000.0,5000.0,288,318,343,262,262,129,47,1649
12150,J. Bagan,Republic of Ireland,Cardiff City,LWB LB,19,64,75,2018 ~ 2023,2018,2023,5,188,75,Left,1200000.0,4000.0,230,244,305,271,232,185,49,1516
12151,Isma Ruiz,Spain,Granada CF,CDM CM,20,64,78,2019 ~ 2023,2019,2023,4,184,75,Right,1300000.0,3000.0,241,278,324,270,285,186,61,1645
12152,O. Khan,United Kingdom of Great Britain and Northern Ireland,Leyton Orient,RM RB,25,64,64,2022 ~ 2023,2022,2023,1,170,71,Right,650000.0,4000.0,281,302,363,298,271,165,58,1738
12153,C. McGrandles,Scotland,Lincoln City,CM CDM,25,64,67,2020 ~ 2022,2020,2022,2,185,64,Right,775000.0,3000.0,274,284,334,334,295,167,61,1749
12154,K. Yanagisawa,Japan,Gamba Osaka,RB RM,25,63,66,2021 ~ 2023,2021,2023,2,180,72,Right,575000.0,2000.0,225,240,327,271,255,185,46,1549
12155,J. Akinde,United Kingdom of Great Britain and Northern Ireland,Colchester United,ST,31,63,63,2022 ~ 2024,2022,2024,2,188,87,Right,400000.0,4000.0,265,245,326,358,291,101,63,1649
12156,Monjonell,Spain,Girona FC,CB,19,63,73,2021 ~ 2023,2021,2023,2,187,80,Right,975000.0,1000.0,222,225,281,279,242,189,42,1480
12157,Jang Hyuk Jin,Korea Republic,Suwon FC,RM CAM CM,31,63,63,2022 ~ 2025,2022,2025,3,178,71,Right,400000.0,1000.0,270,273,357,314,273,151,60,1698
12158,R. Hall,United Kingdom of Great Britain and Northern Ireland,Wrexham AFC,RWB RB,26,63,65,2020 ~ 2023,2020,2023,3,173,67,Right,550000.0,500.0,262,254,365,286,268,176,47,1658
12159,B. Lubala,Congo DR,Northampton Town,LM,23,63,67,"Jun 30, 2022 On Loan",0,0,0,177,76,Right,700000.0,3000.0,267,298,366,317,241,104,48,1641
12160,C. Akono,Germany,Sportclub Verl,ST CF,21,63,71,2021 ~ 2024,2021,2024,3,190,78,Left,1100000.0,550.0,274,279,318,310,265,71,56,1573
12161,M. Woledzi,Ghana,FC Nordsjælland,CB,19,63,74,2019 ~ 2023,2019,2023,4,187,79,Right,975000.0,1000.0,232,222,313,295,256,173,55,1546
12162,A. Shuarztman,Paraguay,12 de Octubre FC,CM RM,23,63,68,2020 ~ 2022,2020,2022,2,173,67,Right,725000.0,500.0,251,268,308,289,264,155,53,1588
12163,J. Hiwula,United Kingdom of Great Britain and Northern Ireland,Doncaster Rovers,LW LM,26,63,63,2021 ~ 2023,2021,2023,2,178,76,Right,525000.0,3000.0,285,254,385,298,234,80,60,1596
12164,José Carlos,Spain,AD Alcorcón,CB LB,25,63,70,2020 ~ 2022,2020,2022,2,182,74,Left,875000.0,2000.0,240,280,305,318,215,185,39,1582
12165,J. Löfgren,Sweden,Djurgårdens IF,CB,24,63,72,2021 ~ 2024,2021,2024,3,193,87,Right,1000000.0,1000.0,197,203,256,268,229,181,55,1389
12166,D. Okamura,Japan,Hokkaido Consadole Sapporo,CB,24,63,68,2021 ~ 2023,2021,2023,2,183,82,Right,650000.0,1000.0,215,196,284,289,210,182,37,1413
12167,N. Atubolu,Germany,Sport-Club Freiburg,GK,19,63,76,2021 ~ 2025,2021,2025,4,190,96,Right,1000000.0,2000.0,58,65,189,205,96,36,313,962
12168,M. Elarra,Peru,Sport Huancayo,ST CF,33,63,63,2022 ~ 2026,2022,2026,4,181,79,Left,300000.0,500.0,259,292,341,336,235,71,54,1588
12169,R. Kehr,Germany,SpVgg Greuther Fürth,LM ST,21,63,75,2019 ~ 2022,2019,2022,3,189,81,Left,1200000.0,4000.0,291,258,351,292,220,72,55,1539
12170,J. Mamani,Bolivia,Club Always Ready,CDM CM,20,63,73,2020 ~ 2022,2020,2022,2,170,65,Right,1000000.0,500.0,243,264,310,252,286,196,44,1595
12171,C. Olivera,Uruguay,Club Atlético Peñarol,RM LM,19,63,76,2020 ~ 2025,2020,2025,5,170,67,Right,1100000.0,500.0,264,291,352,263,246,102,39,1557
12172,F. Bacher,Austria,WSG Tirol,CB RB,21,63,71,2021 ~ 2025,2021,2025,4,190,81,Right,1000000.0,2000.0,205,189,274,284,212,189,58,1411
12173,B. Cooper,Wales,Swindon Town,CB,21,63,74,"Jun 30, 2022 On Loan",0,0,0,185,84,Right,1000000.0,4000.0,210,196,263,262,241,196,43,1411
12174,W. Vorsager,Austria,FC Flyeralarm Admira,CB CM CDM,24,63,68,2017 ~ 2022,2017,2022,5,189,78,Right,650000.0,2000.0,290,269,285,315,293,188,53,1693
12175,M. Kovář,Czech Republic,Burton Albion,GK,21,63,74,2018 ~ 2023,2018,2023,5,192,83,Right,925000.0,850.0,86,103,170,178,108,36,311,992
12176,B. Kantarovski,Australia,Newcastle Jets,CDM CM,29,63,63,2008 ~ 2022,2008,2022,14,183,83,Right,400000.0,750.0,245,250,315,317,292,181,52,1652
12177,D. Fleitas,Paraguay,Club Nacional,ST,24,63,67,2019 ~ 2022,2019,2022,3,180,84,Right,700000.0,500.0,304,248,277,337,221,51,50,1488
12178,A. Ba,France,Le Havre AC,CM,17,63,76,2021 ~ 2023,2021,2023,2,180,75,Right,1100000.0,500.0,257,294,327,319,286,159,41,1683
12179,N. Blandi,Argentina,San Lorenzo de Almagro,ST,31,63,63,2022 ~ 2022,2022,2022,0,181,76,Right,400000.0,3000.0,310,286,283,305,273,90,68,1615
12180,J. Mutch,United Kingdom of Great Britain and Northern Ireland,Macarthur FC,CM CDM,29,63,63,2021 ~ 2022,2021,2022,1,188,82,Right,475000.0,1000.0,293,311,288,333,307,172,56,1760
12181,Irazábal,Spain,SD Amorebieta,CB LB,24,63,70,2020 ~ 2022,2020,2022,2,187,75,Left,900000.0,1000.0,253,247,305,282,268,176,47,1578
12182,R. Giampaoli,Argentina,Rosenborg BK,CB,21,63,71,"Dec 31, 2023 On Loan",0,0,0,188,80,Right,1000000.0,2000.0,208,218,281,264,208,196,46,1421
12183,C. Mansillas,Bolivia,Club Always Ready,ST CF,29,63,63,2022 ~ 2026,2022,2026,4,178,72,Right,475000.0,500.0,307,299,330,307,255,60,50,1608
12184,Yang Dong Hyen,Korea Republic,Suwon FC,ST RW,35,63,63,2021 ~ 2022,2021,2022,1,186,80,Right,200000.0,1000.0,299,258,234,318,256,63,52,1480
12185,P. Schikowski,Poland,Sportclub Verl,LW,29,63,63,2020 ~ 2022,2020,2022,2,181,75,Left,475000.0,750.0,263,257,370,281,212,89,44,1516
12186,K. Ezekwem,Germany,Sport-Club Freiburg,LB LM,20,63,73,2021 ~ 2025,2021,2025,4,187,76,Left,1000000.0,4000.0,223,283,287,284,215,186,50,1528
12187,R. Wiedesheim,Sweden,Rosenborg BK,ST LW,22,63,72,2020 ~ 2024,2020,2024,4,187,68,Right,1100000.0,2000.0,292,260,341,313,247,64,49,1566
12188,K. Yamashita,Japan,FC Tokyo,ST CF,25,63,66,2022 ~ 2023,2022,2023,1,184,75,Right,650000.0,3000.0,301,267,286,333,244,43,47,1521
12189,L. Parreses,Ecuador,Club Social y Deportivo Macará,ST,29,63,63,2022 ~ 2026,2022,2026,4,177,71,Right,475000.0,500.0,311,319,324,317,247,65,71,1654
12190,D. Lloyd,United Kingdom of Great Britain and Northern Ireland,Gillingham,CM LM,29,63,63,2021 ~ 2023,2021,2023,2,171,63,Left,475000.0,2000.0,284,299,367,294,282,164,47,1737
12191,K. Toriumi,Japan,Cerezo Osaka,CB,26,63,66,2021 ~ 2023,2021,2023,2,182,71,Right,550000.0,2000.0,194,182,287,244,229,186,51,1373
12192,J. Taylor,Wales,Stevenage,CDM RW,29,63,63,2021 ~ 2023,2021,2023,2,177,77,Right,400000.0,2000.0,280,294,354,348,295,175,68,1814
12193,A. Tveter,Norway,Sandefjord Fotball,ST,30,63,63,2021 ~ 2023,2021,2023,2,190,86,Left,475000.0,1000.0,305,284,281,366,274,79,61,1650
12194,M. Pérez Acuña,Argentina,Rapid București,RB RM,27,63,63,2022 ~ 2023,2022,2023,1,176,74,Right,475000.0,2000.0,249,267,339,287,291,172,46,1651
12195,R. Latouchent,France,AS Nancy Lorraine,LB RB,25,63,67,2020 ~ 2023,2020,2023,3,180,72,Right,625000.0,2000.0,236,237,322,248,251,180,54,1528
12196,E. Huth,Germany,Hallescher FC,ST,24,63,67,2022 ~ 2024,2022,2024,2,185,78,Right,700000.0,1000.0,275,255,350,362,239,50,46,1577
12197,P. Chato,Germany,Türkgücü München,CDM CB LB,24,63,65,2021 ~ 2023,2021,2023,2,188,85,Left,550000.0,1000.0,245,247,328,349,270,179,52,1670
12198,M. Doucouré,Mali,Nîmes Olympique,ST,21,63,73,2021 ~ 2024,2021,2024,3,181,75,Right,1100000.0,1000.0,267,251,313,326,254,74,54,1539
12199,R. Hunt,United Kingdom of Great Britain and Northern Ireland,Swindon Town,RWB LWB,25,63,63,2019 ~ 2022,2019,2022,3,171,67,Right,475000.0,3000.0,219,287,377,295,239,169,65,1651
12201,R. Áldarez,Uruguay,Centro Atlético Fénix,GK,29,63,63,2022 ~ 2026,2022,2026,4,191,90,Right,325000.0,500.0,133,155,257,247,158,44,314,1308
12202,Z. Ibsen Rossi,United Kingdom of Great Britain and Northern Ireland,Dundee FC,CB RB,20,63,75,"May 31, 2022 On Loan",0,0,0,194,83,Right,1100000.0,5000.0,222,204,302,281,243,192,38,1482
12203,M. Azeez,United Kingdom of Great Britain and Northern Ireland,Arsenal,CM CDM,18,63,82,2019 ~ 2022,2019,2022,3,180,65,Right,1200000.0,5000.0,289,318,335,287,275,128,52,1684
12204,N. Angulo,Ecuador,LDU Quito,CAM ST RW,18,63,76,2021 ~ 2024,2021,2024,3,182,64,Right,1100000.0,500.0,251,252,342,272,270,97,63,1547
12205,S. Junqua,United States,Houston Dynamo,LB CB,24,63,68,2019 ~ 2022,2019,2022,3,183,79,Left,675000.0,1000.0,210,281,286,289,267,199,52,1584
12206,B. Gazzolo,Chile,CD Huachipato,CB,23,63,71,2020 ~ 2022,2020,2022,2,182,77,Right,1000000.0,1000.0,193,179,293,258,204,186,58,1371
12207,F. Versaci,Argentina,Vélez Sarsfield,LW RW CAM,19,63,74,2019 ~ 2022,2019,2022,3,170,63,Left,1000000.0,2000.0,286,271,374,296,239,69,38,1573
12208,R. Montes,Argentina,Club Atlético Central Córdoba,CM,21,63,73,"Dec 31, 2022 On Loan",0,0,0,182,78,Right,1100000.0,3000.0,274,275,345,324,280,168,50,1716
12209,R. Kuijpers,Netherlands,RKC Waalwijk,RW,21,63,71,2021 ~ 2025,2021,2025,4,175,66,Right,1100000.0,1000.0,303,295,328,278,231,87,38,1560
12210,A. Forde,Republic of Ireland,Oxford United,RB CM,27,63,63,2019 ~ 2022,2019,2022,3,180,82,Right,475000.0,2000.0,280,314,359,309,283,167,65,1777
12211,A. Oggesen,Denmark,Silkeborg IF,CM,27,63,64,2021 ~ 2024,2021,2024,3,182,71,Right,550000.0,3000.0,272,289,379,322,279,164,65,1770
12212,R. Flynn,Scotland,St. Mirren,CM,32,63,63,2018 ~ 2022,2018,2022,4,175,60,Right,375000.0,2000.0,295,322,304,309,307,177,59,1773
12213,S. Nanasi,Sweden,Malmö FF,CAM LW,19,63,78,2018 ~ 2025,2018,2025,7,178,71,Right,1100000.0,1000.0,248,287,346,294,232,92,43,1542
12214,D. Dianessy,France,Pau FC,CAM LM RM,25,63,68,2021 ~ 2026,2021,2026,5,182,66,Left,700000.0,1000.0,278,298,336,284,238,73,53,1560
12215,A. Granlund,Finland,PGE FKS Stal Mielec,RWB RB RM,31,63,63,2021 ~ 2022,2021,2022,1,179,79,Right,350000.0,950.0,225,254,327,289,256,184,38,1573
12216,Kim Dong Min,Korea Republic,Incheon United FC,LB RB CB,26,63,64,2017 ~ 2023,2017,2023,6,180,72,Right,525000.0,1000.0,221,223,346,259,262,187,46,1544
12217,N. Iosifov,Russia,Villarreal CF,LM,20,63,77,2021 ~ 2026,2021,2026,5,175,62,Right,1200000.0,5000.0,297,297,337,270,220,78,58,1557
12218,A. Hamashita,Japan,Tokushima Vortis,RM LM,25,63,63,2020 ~ 2022,2020,2022,2,164,61,Right,525000.0,1000.0,254,293,373,247,254,102,46,1569
12219,Tiago Matos,Portugal,Radomiak Radom,CDM,20,63,72,2021 ~ 2024,2021,2024,3,178,72,Right,1000000.0,750.0,236,284,334,315,272,179,55,1675
12220,A. Singh,India,ATK Mohun Bagan FC,GK,28,63,66,2021 ~ 2026,2021,2026,5,186,80,Right,450000.0,700.0,98,100,234,211,118,50,300,1111
12221,J. Sterry,United Kingdom of Great Britain and Northern Ireland,Hartlepool United,RB RWB,25,63,66,2020 ~ 2023,2020,2023,3,180,76,Right,575000.0,3000.0,265,273,354,316,291,172,53,1724
12222,Sander Asevedo,Brazil,Associação Chapecoense de Futebol,GK,25,63,63,2021 ~ 2024,2021,2024,3,187,80,Right,400000.0,2000.0,54,59,239,212,141,50,292,1047
